timestamp,coin,price,volume,sentiment,score,action,future_price,result
2025-06-04 19:10:56,SHIBA-INU,1.286e-05,126768319.0,0,6.338,HOLD ⏸️,,
2025-06-04 19:10:57,FLOKI,8.233e-05,73315910.0,0,3.666,HOLD ⏸️,,
2025-06-04 19:10:59,PEANUT,0.0028457,106307.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:11:01,MIND (Mind of Pepe),0.00318,2437548.71,0,0.122,SELL 🛑,0.003215,LOSE
2025-06-04 19:11:02,WEPE (Wall Street Pepe),3.164e-05,226359.02,0,0.011,SELL 🛑,3.164e-05,LOSE
2025-06-04 19:16:04,RIPPLE,2.21,1660395467.0,0,83.02,HOLD ⏸️,,
2025-06-04 19:16:05,SHIBA-INU,1.288e-05,134675850.0,0,6.734,HOLD ⏸️,,
2025-06-04 19:16:06,FLOKI,8.249e-05,73618048.0,0,3.681,HOLD ⏸️,,
2025-06-04 19:16:10,PEANUT,0.0028457,106265.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:16:11,MIND (Mind of Pepe),0.003215,2435508.55,0,0.122,SELL 🛑,0.003299,LOSE
2025-06-04 19:16:12,WEPE (Wall Street Pepe),3.164e-05,226352.6,0,0.011,SELL 🛑,3.164e-05,LOSE
2025-06-04 19:21:14,RIPPLE,2.21,1658768821.0,0,82.938,HOLD ⏸️,,
2025-06-04 19:21:15,SHIBA-INU,1.287e-05,128685557.0,0,6.434,HOLD ⏸️,,
2025-06-04 19:21:17,FLOKI,8.262e-05,73556478.0,0,3.678,HOLD ⏸️,,
2025-06-04 19:21:19,PEANUT,0.00284573,106266.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:21:20,MIND (Mind of Pepe),0.003299,2439286.12,0,0.122,SELL 🛑,0.003352,LOSE
2025-06-04 19:21:21,WEPE (Wall Street Pepe),3.164e-05,226352.6,0,0.011,SELL 🛑,3.166e-05,LOSE
2025-06-04 19:26:23,RIPPLE,2.21,1659771998.0,0,82.989,HOLD ⏸️,,
2025-06-04 19:26:25,SHIBA-INU,1.288e-05,128642857.0,0,6.432,HOLD ⏸️,,
2025-06-04 19:26:26,FLOKI,8.263e-05,73244680.0,0,3.662,HOLD ⏸️,,
2025-06-04 19:26:28,PEANUT,0.00284696,105714.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:26:31,MIND (Mind of Pepe),0.003352,2436516.3,0,0.122,SELL 🛑,0.003357,LOSE
2025-06-04 19:26:32,WEPE (Wall Street Pepe),3.166e-05,225593.7,0,0.011,SELL 🛑,3.165e-05,WIN
2025-06-04 19:31:34,RIPPLE,2.21,1656560123.0,0,82.828,HOLD ⏸️,,
2025-06-04 19:31:36,SHIBA-INU,1.288e-05,126640129.0,0,6.332,HOLD ⏸️,,
2025-06-04 19:31:37,FLOKI,8.259e-05,73214877.0,0,3.661,HOLD ⏸️,,
2025-06-04 19:31:39,PEANUT,0.00284692,105712.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:31:41,MIND (Mind of Pepe),0.003357,2429410.56,0,0.121,SELL 🛑,0.003428,LOSE
2025-06-04 19:31:42,WEPE (Wall Street Pepe),3.165e-05,225623.95,0,0.011,SELL 🛑,3.177e-05,LOSE
2025-06-04 19:36:44,RIPPLE,2.21,1658999109.0,0,82.95,HOLD ⏸️,,
2025-06-04 19:36:45,SHIBA-INU,1.289e-05,128850970.0,0,6.443,HOLD ⏸️,,
2025-06-04 19:36:47,FLOKI,8.264e-05,73360204.0,0,3.668,HOLD ⏸️,,
2025-06-04 19:36:49,PEANUT,0.00284687,105675.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:36:51,MIND (Mind of Pepe),0.003428,2434192.38,0,0.122,SELL 🛑,0.003414,WIN
2025-06-04 19:36:52,WEPE (Wall Street Pepe),3.177e-05,225888.03,0,0.011,SELL 🛑,3.203e-05,LOSE
2025-06-04 19:41:54,RIPPLE,2.21,1663154276.0,0,83.158,HOLD ⏸️,,
2025-06-04 19:41:55,SHIBA-INU,1.29e-05,127254746.0,0,6.363,HOLD ⏸️,,
